study_set,recording_name,recording_key,dataset_kind,pc1,pc2,dataset_type
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,20.280399454356637,-8.501751597403683,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.702584852464907,-2.1932906047636043,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.165848298164768,-6.042756972488854,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.4071989285195015,0.7186260720359278,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,20.192417558462655,-8.422493329766338,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.784472903537907,-5.542440223495742,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,20.86212713567313,-10.4998205621578,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.157395836144095,1.975769455068669,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.344235531336627,-1.2581614733213418,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,16.82822065954086,-6.287710784785274,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,14.332536175271562,-3.7908498196018727,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.6084743756939,-6.416099153573908,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.857131573178796,-0.272380155763539,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,18.31901691023557,-7.737406202025843,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.42092858396891,-2.0620533543758097,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,19.37048141088664,-8.67985699308015,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.712763893812928,0.08510783938977214,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.74486327343606,-3.4763126972685443,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.17063586932274,-6.08873783372678,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.453189178007554,-4.021542924591742,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.7097759444799,-5.015153885465024,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.154047133968835,1.5165738774027342,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.959144314407241,2.415143931182783,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.26581622116044,-5.795117855255871,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.099326433332099,-3.3477946147872717,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.178959839079752,-5.76408917966253,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.765151699640528,-5.609163896505051,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.505930219254203,0.2176679650358318,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.712718599952776,-2.2907671399620373,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.584535062629492,-0.36409989002780585,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,19.75355099071294,-9.118436088796905,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.53489645385495,0.2221276556982911,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.403863486287278,-3.4304304474306293,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,14.873152105774587,-5.72679571215363,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.69784151030316,0.13500584109193944,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.62947652155728,-4.611868333695355,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,19.18441696337545,-9.184887386755607,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,4.271930912766104,2.684985947904129,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.218648905562251,-1.0321486619976872,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.823558014259685,-1.3793770826842677,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,20.130208458260377,-9.15604823012328,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.848557985119005,-8.292712909794432,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,19.799212100484848,-9.586611686125956,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.97066098476254,-8.071014367452415,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.785051873774249,-4.086303105191542,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.770999208735308,-3.733368751867655,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.626121740347248,-5.878342275154939,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,16.789524661348747,-7.910685729552254,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,21.933167715581103,-9.8898961633089,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,21.003050014954535,-8.97082314041315,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,21.16660636305518,-9.165341186760156,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.113771747972704,-4.815073354072575,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,18.66900878860773,-8.856985813005092,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,16.81124747891355,-7.578630315310649,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.71578889056488,-0.9770828335421299,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.459661649849673,-2.968052905046101,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.303308373273218,-5.783158141918658,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.58708255844042,-5.479492026794432,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.080213143246464,-3.8190237670349036,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.019945230549078,-6.646156113324527,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.542706182640071,-6.923266026242027,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.22007509371198,-3.9873378575627325,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.78476899857627,-4.235244395242472,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.64255368774796,-3.6547290117768956,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,16.39584842981844,-6.529119111123958,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.616531573839051,-4.270816136876759,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.825106286004816,-4.434166294125167,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.931390770195076,-2.9818994417379474,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.869358040430605,-3.673723058144227,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.833809672811118,-2.016172754705625,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.050916149160681,-2.1064163736906423,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.60715704032668,-2.825865931518629,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.200686397158959,-0.9655422127092496,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.573519119407393,-2.775413609459522,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.745628171936967,-1.4390839156423982,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,5.432529969035726,-0.12921743083053858,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.13807456135809,-1.8827369152667284,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.640202026409812,-1.5756492435025384,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.659220019452691,-1.6840132181946987,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.016003366530995,-3.43247607690069,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.65450979005467,-1.6606294544219824,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.387631171429016,-2.734783976984706,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.54219052980059,-3.5756442013833896,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,4.873030403728669,0.03578307838561559,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.863440658555105,1.551696028268869,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.159580055734121,-4.528320381299515,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.659876120048267,-6.816823174943249,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.915651118408836,-2.3140482408723733,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.808002076445657,-2.2964923041560925,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.930961974395956,-3.000457674192838,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.527851160224175,-3.3250563307610466,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,4.058133642183091,1.2518139548770217,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.485925263202573,-0.45488580290438635,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.831368433353113,-2.8492943665660015,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.042078667856918,-1.1653517440673153,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,1.6149976682362233,2.84632235536597,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,4.686990353470604,-0.010707142249452118,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.956093518637017,-3.2956547691355578,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,5.546729126786071,2.5059992747929614,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.154653406661643,-1.348545117014291,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.146776937325841,-2.7699872230736937,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.403530669967447,-2.9461789067593123,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.145332243454436,-1.1765453081444395,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.708140753801428,-1.90233820188407,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,3.3575586370423784,1.3299004748353556,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.947945238712708,-1.8291870782915822,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,14.700769365952178,-5.359861929930387,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,7.622514885966889,-1.7802769925337079,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.423329893178039,-2.8604383157545716,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.983303932811771,-1.4969624458493116,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.743987338789037,-1.2878868979555658,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.77608757604432,-4.5980286535398465,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.824929716901265,-5.047485553634475,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.833140008250647,-4.983356598646069,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.402713449326448,-2.783041108555682,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.643485581112259,-3.652117217102625,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.023293310490924,-0.3076772542543219,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,14.57403972693939,-4.868894066889232,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.745778019744511,-3.307959165778243,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.931236776409445,-4.6692121955040395,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.580684852850156,-3.077598985019658,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.925024658561888,-5.040907535367329,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.730887865301975,-5.4462248478755235,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.54227724319651,-4.469185766912873,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.278940121185757,-3.1335245695669194,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,14.712585600598475,-6.407253322064761,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.551071253577767,-7.214670689467531,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.527821146649122,-1.0902371025365531,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.613430386307353,-4.1877709836877886,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,14.488900188667163,-5.7247908909805,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,13.788804814950069,-5.672574393097325,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.243895761909435,-6.93573403363692,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.183829198721233,-4.761295467456772,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,6.421707180913112,1.7381669899634944,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,11.432742143672751,-3.095654816778173,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.788899666738969,-3.5973990832649148,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,10.893880459511168,-4.40935719339414,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.040664553814032,-5.786916152235411,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.099607749598547,-3.884637162916062,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,17.52229846357599,-7.266271344728895,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,12.429935859105528,-4.07189255683619,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.462715076419434,-1.7922055355273074,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.359274208436158,1.0109874466616515,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,9.489884285776471,-0.4964241033287741,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,8.945605927832496,0.1174632920587677,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,5.554123927416816,2.164498766966076,paired
PAIRED_BOYDEN,1103_1_1,PAIRED_BOYDEN::1103_1_1,paired,15.150225304809931,-6.801800786435533,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,20.543274036467835,-8.267655503256263,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,7.474571627543076,-1.5404757740530408,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,6.858239474698775,3.625952306801326,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,5.813571422635387,1.0912901098461718,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,5.6194032912781875,3.7525463235560035,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,7.990101382666357,1.7680249056205708,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,7.286539350488628,3.1327231013280445,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,5.232066864864633,1.10649458948563,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,7.017537097549324,0.9600785722697022,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,2.260272753951563,1.246391709533447,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,6.374917231672078,0.7345954220119963,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,4.722739016360024,1.4763867390621093,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,8.29736193878699,-3.0512424811207537,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,12.088481236917794,-4.561237127390429,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,8.41773973398586,-3.1889940704856543,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,7.556747521681296,-1.4579566324227267,paired
PAIRED_BOYDEN,419_1_7,PAIRED_BOYDEN::419_1_7,paired,7.5529763729054835,-1.4995374351839101,paired
